time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Volume,RSI,RSI
1514764800,728.53,734.52,716.8,727.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6578.32911,NaN,54.487144939157155
1514775600,727.8125,750,722.7,736.4100000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6785.43421,NaN,54.487144939157155
1514786400,732.11125,763.55,732.11125,748.715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7252.28132,NaN,54.487144939157155
1514797200,740.413125,759,730.58,743.6675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6554.90482,NaN,56.601852324387686
1514808000,742.0403125,748.8,724.15,739.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8749.83576,NaN,56.601852324387686
1514818800,740.60765625,752.27,733,741.175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6666.94227,NaN,56.601852324387686
1514829600,740.891328125,758.25,734,746.6700000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5607.2536,NaN,56.601852324387686
1514840400,743.7806640625,762.62,743.7806640625,756.3725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5714.27776,NaN,57.550349898719645
1514851200,750.0765820312499,899.5,749.06,815.3725000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27907.77702,NaN,57.550349898719645
1514862000,782.7245410156249,857.98,782.7245410156249,843.7875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17588.06391,NaN,57.550349898719645
1514872800,813.2560205078125,857,813.2560205078125,842.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8270.80351,NaN,57.550349898719645
1514883600,828.0680102539063,853.97,825.11,841.5125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8873.40069,NaN,65.30947783821316
1514894400,834.7902551269532,866.65,834.7902551269532,852.245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11324.28938,NaN,65.30947783821316
1514905200,843.5176275634766,878,843.5176275634766,864.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13158.85189,NaN,65.30947783821316
1514916000,854.0588137817383,874.34,810,851.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18086.01651,85.63890800642346,65.30947783821316
1514926800,852.7169068908692,869.41,835.52,853.415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8048.58064,85.8176051306181,68.52778911029533
1514937600,853.0659534454346,884.98,853.0659534454346,863.4575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10251.40506,86.69527721578481,68.52778911029533
1514948400,858.2617267227173,878,850.03,865.2975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9843.35458,86.85577840360946,68.52778911029533
1514959200,861.7796133613587,879.53,861.7796133613587,871.7025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10550.2902,87.42447989992493,68.52778911029533
1514970000,866.7410566806793,869.48,820,855.3175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15485.12768,78.11364937470961,69.19255006281597
1514980800,861.0292783403397,875,810,854.2975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10394.45104,77.559877508174,69.19255006281597
1514991600,857.6633891701699,877.89,857.6633891701699,869.4775000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8483.8494,79.84941567583255,69.19255006281597
1515002400,863.5704445850849,945,863.5704445850849,899.2225000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14112.85084,83.41928828123456,69.19255006281597
1515013200,881.3964722925425,950.01,881.3964722925425,925.2725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9920.12808,85.7930839158115,72.01412050639803
