time,open,high,low,close,RSI,Regular Bullish Label,Regular Bearish Label
1514764800,741,750,716.8,737.2,NaN,NaN,NaN
1514786400,739.1,763.55,730.58,746.0125,NaN,NaN,NaN
1514808000,742.5562500000001,752.27,724.15,738.6125,NaN,NaN,NaN
1514829600,740.584375,762.62,734,747.155,NaN,NaN,NaN
1514851200,743.8696875,899.5,743.8696875,811.445,NaN,NaN,NaN
1514872800,777.6573437500001,857,777.6573437500001,843.365,NaN,NaN,NaN
1514894400,810.5111718750001,878,810.5111718750001,857.77,NaN,NaN,NaN
1514916000,834.1405859375,874.34,810,851.8275000000001,NaN,NaN,NaN
1514937600,842.98404296875,884.98,842.98404296875,866.5625000000001,NaN,NaN,NaN
1514959200,854.7732714843751,879.53,820,859.665,NaN,NaN,NaN
1514980800,857.2191357421875,877.89,810,855.6275,NaN,NaN,NaN
1515002400,856.4233178710938,950.01,856.4233178710938,905.73,NaN,NaN,NaN
1515024000,881.0766589355469,940,881.0766589355469,926.52,NaN,NaN,NaN
1515045600,903.7983294677734,949.99,890.01,930.5049999999999,NaN,NaN,NaN
1515067200,917.1516647338867,1009.72,917.1516647338867,966.4625,91.26134962700333,NaN,NaN
1515088800,941.8070823669434,992.98,910,957.2475,88.1138575978025,NaN,NaN
1515110400,949.5272911834717,1020,930.1,974.7725,88.89805296688758,NaN,NaN
1515132000,962.1498955917359,1045,962.1498955917359,1005.4175,90.1249520447565,NaN,NaN
1515153600,983.783697795868,999.99,931,967.9224999999999,78.66944789569249,NaN,NaN
1515175200,975.8530988979339,988.29,930,955.5999999999999,75.28276246454382,NaN,NaN
1515196800,965.7265494489669,993,950,970,76.55305395809629,NaN,NaN
1515218400,967.8632747244835,1005,967.8632747244835,990.0525,78.2308373790735,NaN,NaN
1515240000,978.9578873622418,1017.56,978.9578873622418,1000.8299999999999,79.09660364522617,NaN,NaN
1515261600,989.8939436811208,1015,986,1002.2825,79.21656985975447,NaN,NaN
1515283200,996.0882218405604,1095.9,996.0882218405604,1047.67,82.58073125903442,NaN,NaN
1515304800,1021.8791109202803,1094.88,1021.8791109202803,1084.4,84.73424320989838,NaN,NaN
1515326400,1053.1395554601402,1116.24,1053.1395554601402,1089.15,84.99263527261046,NaN,NaN
1515348000,1071.14477773007,1125,1068,1102.32,85.71462231855203,NaN,NaN
1515369600,1086.7323888650349,1239.18,1086.7323888650349,1168.0149999999999,88.6483252378056,NaN,NaN
1515391200,1127.3736944325174,1230,1050,1154.2625,84.72572785213475,NaN,NaN
1515412800,1140.8180972162586,1156,910,1074.83,66.43927914063742,NaN,NaN
1515434400,1107.8240486081293,1162,1080.31,1116.6225,70.09627266285744,NaN,NaN
1515456000,1112.2232743040645,1220,1104.85,1159.98,73.34172689034472,NaN,NaN
1515477600,1136.1016371520323,1260,1136.1016371520323,1201.33,76.0152355018324,NaN,NaN
1515499200,1168.715818576016,1225,1132.57,1196.4575,75.05998111131927,NaN,NaN
1515520800,1182.586659288008,1326.5,1182.586659288008,1256.9475,78.64742469039781,NaN,NaN
1515542400,1219.7670796440038,1440,1219.7670796440038,1328.0775,81.93759119289392,NaN,NaN
1515564000,1273.9222898220019,1401,1230,1330.935,82.05720349788302,NaN,NaN
1515585600,1302.428644911001,1380,1285.21,1332.6875,82.13533954367776,NaN,NaN
1515607200,1317.5580724555005,1335.56,1201.1,1278.05,71.65815915964222,NaN,NaN
1515628800,1297.8040362277502,1332.49,1021,1186.105,58.203179260072524,NaN,NaN
1515650400,1241.954518113875,1249.99,1134,1177.9225000000001,57.17430830934387,NaN,NaN
1515672000,1209.9385090569376,1249.9,1178.8,1209.995,60.14799912729376,NaN,NaN
1515693600,1209.9667545284688,1232,1074.99,1166.5375000000001,54.61431315083403,NaN,NaN
1515715200,1188.2521272642343,1224.6,1069.01,1159.5425,53.75700674733185,NaN,NaN
1515736800,1173.8973136321172,1241,1173.8973136321172,1211.2875,58.89706227126537,NaN,NaN
1515758400,1192.5924068160584,1288.5,1192.5924068160584,1233.3850000000002,60.896014128337384,NaN,NaN
1515780000,1212.9887034080293,1280,1212.9887034080293,1243.52,61.81330451774682,NaN,NaN
1515801600,1228.2543517040147,1309.9,1228.2543517040147,1280.6425,65.04747232983962,NaN,NaN
1515823200,1254.4484258520074,1338,1254.4484258520074,1317.8525,67.97528251461388,NaN,NaN
1515844800,1286.1504629260037,1399.08,1286.1504629260037,1365.5275000000001,71.29319483972509,NaN,NaN
1515866400,1325.8389814630018,1427.01,1325.8389814630018,1394.6325000000002,73.12385669302448,NaN,NaN
1515888000,1360.235740731501,1391.89,1305.21,1356.55,67.09473254298523,NaN,NaN
