time,open,high,low,close,RSI,Regular Bullish Label,Regular Bearish Label
1743465600,82516.745,82712.54,82483.49,82557.37999999999,NaN,NaN,NaN
1743466500,82537.0625,82750.02,82432.74,82576.565,NaN,NaN,NaN
1743467400,82556.81375,82735.09,82543.27,82661.385,NaN,NaN,NaN
1743468300,82609.09937499999,82837.38,82566.94,82695.65,NaN,NaN,NaN
1743469200,82652.37468749999,82676.88,82460,82589.0275,NaN,NaN,NaN
1743470100,82620.70109374999,82724,82509.13,82626.51000000001,NaN,NaN,NaN
1743471000,82623.605546875,82741.8,82548.83,82643.42000000001,NaN,NaN,NaN
1743471900,82633.51277343751,82740.68,82578.27,82650.35500000001,NaN,NaN,NaN
1743472800,82641.93388671876,82845.11,82641.93388671876,82760.935,NaN,NaN,NaN
1743473700,82701.43444335938,83020.13,82701.43444335938,82901.0275,NaN,NaN,NaN
1743474600,82801.23097167969,82956.85,82795.65,82899.06999999999,NaN,NaN,NaN
1743475500,82850.15048583984,83120,82850.15048583984,83013.15,NaN,NaN,NaN
1743476400,82931.65024291992,83200,82931.65024291992,83128.13,NaN,NaN,NaN
1743477300,83029.89012145996,83256.8,83029.89012145996,83152.04250000001,NaN,NaN,NaN
1743478200,83090.96631072999,83121.5,82991.29,83051.065,77.04234224364565,NaN,NaN
1743479100,83071.01565536499,83085.06,82926.08,82995,72.2624969271954,NaN,NaN
1743480000,83033.0078276825,83033.0078276825,82900,82955.52,69.01536342330391,NaN,NaN
1743480900,82994.26391384125,83055.01,82886.87,82981.3675,69.96687438690714,NaN,NaN
1743481800,82987.81570692062,83235.96,82987.81570692062,83124.82,74.62442463472348,NaN,NaN
1743482700,83056.31785346032,83168.3,83056.31785346032,83113.22750000001,73.63069197132856,NaN,NaN
1743483600,83084.77267673016,83169.82,83013.39,83103.255,72.73339938584807,NaN,NaN
1743484500,83094.01383836509,83329.99,83094.01383836509,83240.37,76.90138932904468,NaN,NaN
1743485400,83167.19191918254,83329.31,83128.04,83230.1775,75.97172093752687,NaN,NaN
1743486300,83198.68470959127,83198.68470959127,82994.07,83089.5775,64.40516956217292,NaN,NaN
1743487200,83144.13110479564,83144.13110479564,82891.71,82985.0075,57.40500633556391,NaN,NaN
1743488100,83064.56930239782,83134.58,82968.4,83057.305,60.5939795574926,NaN,NaN
1743489000,83060.93715119892,83386,83060.93715119892,83248.775,67.52771550144428,NaN,NaN
1743489900,83154.85607559945,83494.25,83154.85607559945,83400.0275,71.75560395455491,NaN,NaN
1743490800,83277.44178779973,83514.26,83277.44178779973,83464.9025,73.35788560288727,NaN,NaN
1743491700,83371.17214389986,83569.94,83371.17214389986,83479.25,73.71305071558675,NaN,NaN
1743492600,83425.21107194993,83597.07,83405.65,83496.025,74.14700448001972,NaN,NaN
1743493500,83460.61803597497,83586,83438.98,83500.4625,74.26801887049388,NaN,NaN
1743494400,83480.54026798748,83700,83410,83563.005,75.9749353315249,NaN,NaN
1743495300,83521.77263399374,84023.41,83521.77263399374,83835.24,81.67356504290817,NaN,NaN
1743496200,83678.50631699688,84180,83678.50631699688,84004.6275,84.18687303688336,NaN,NaN
1743497100,83841.56690849844,84207.55,83841.56690849844,84077.125,85.12701251726001,NaN,NaN
1743498000,83959.34595424922,84329,83959.34595424922,84180.9575,86.37630574324463,NaN,NaN
1743498900,84070.15172712461,84290.7,84070.15172712461,84202.57500000001,86.62814001566227,NaN,NaN
1743499800,84136.36336356231,84363.6,84136.36336356231,84282.57,87.54559543897875,NaN,NaN
1743500700,84209.46668178117,84395.46,84209.46668178117,84339.39000000001,88.16664208714164,NaN,NaN
1743501600,84274.42834089059,84394.48,84162.42,84300.9475,85.0756245007417,NaN,NaN
1743502500,84287.68792044529,84504.74,84284.89,84376.66500000001,86.10864980940235,NaN,NaN
