time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Volume,RSI,Regular Bullish Label,Regular Bearish Label
1577836800,7205.755,7230,7175.46,7204.2425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1394.867504,NaN,NaN,NaN
1577844000,7204.998750000001,7245,7204.998750000001,7224.235000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1438.881676,NaN,NaN,NaN
1577851200,7214.616875000001,7230,7214.616875000001,7223.5599999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,812.483174,NaN,NaN,NaN
1577858400,7219.0884375000005,7236.27,7199.11,7217.362499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1248.811877,NaN,NaN,NaN
1577865600,7218.22546875,7218.22546875,7180,7197.2775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1551.932076,NaN,NaN,NaN
1577872800,7207.751484375,7237.73,7185.2,7202.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1614.722285,NaN,NaN,NaN
1577880000,7205.025742187499,7233.33,7196.15,7211.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1480.934482,NaN,NaN,NaN
1577887200,7208.49787109375,7255,7208.17,7229.6325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2011.602977,NaN,NaN,NaN
1577894400,7219.065185546875,7249.99,7214,7233.754999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1951.143347,NaN,NaN,NaN
1577901600,7226.410092773437,7246.72,7225.17,7234.597500000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1029.439944,NaN,NaN,NaN
1577908800,7230.503796386719,7242.98,7224.68,7232.577499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,677.288252,NaN,NaN,NaN
1577916000,7231.540648193359,7234.49,7175.15,7210.952499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1580.280571,NaN,NaN,NaN
1577923200,7221.246574096679,7221.246574096679,7185.11,7197.342500000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,794.012516,NaN,NaN,NaN
1577930400,7209.294537048339,7209.294537048339,7120.37,7157.9925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2945.342316,NaN,NaN,NaN
1577937600,7183.64351852417,7183.64351852417,7116.7,7136.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1821.956867,31.421757425403484,NaN,NaN
1577944800,7160.056759262085,7160.056759262085,7105,7125.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2236.004488,29.572690621182957,NaN,NaN
1577952000,7142.968379631042,7165,7109.11,7136.775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1954.826456,33.88339865789004,NaN,NaN
1577959200,7139.871689815521,7180,7139.03,7155.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2207.376554,40.53065687690638,NaN,NaN
1577966400,7147.560844907761,7163.4,7107.43,7135.4275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2360.31119,36.31229016145297,NaN,NaN
1577973600,7141.49417245388,7157.1,7120,7134.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1818.730643,36.18696300803547,NaN,NaN
1577980800,7138.1545862269395,7146.85,6924.74,7043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9788.299692,23.239004779799515,NaN,NaN
1577988000,7090.57729311347,7090.57729311347,6949.96,6974.5675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2910.728541,18.053936176255093,NaN,NaN
1577995200,7032.572396556735,7032.572396556735,6941.27,6971.6575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1804.503049,17.871332638907234,NaN,NaN
1578002400,7002.114948278368,7002.114948278368,6950,6967.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1309.39162,17.62183918903034,NaN,NaN
1578009600,6984.994974139184,6984.994974139184,6878.19,6924.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3509.313727,15.043267334031654,NaN,NaN
1578016800,6954.872487069591,6966.8,6871.04,6919.535000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4116.583061,14.76195945229,NaN,NaN
1578024000,6937.203743534796,7264.71,6937.203743534796,7096.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13136.668662,49.36065166903683,NaN,NaN
1578031200,7016.834371767398,7232,7016.834371767398,7210.1849999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4260.636044,60.46769407924316,NaN,NaN
1578038400,7113.509685883699,7358.88,7113.509685883699,7277.965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9445.565141,65.34643384008933,NaN,NaN
1578045600,7195.737342941849,7371.92,7195.737342941849,7335.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5751.31988,68.87301014998111,NaN,NaN
1578052800,7265.741171470925,7380,7265.741171470925,7343.117499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3623.691618,69.30228293676271,NaN,NaN
1578060000,7304.429335735462,7362.31,7229.3,7315.0375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6955.293911,65.59194272210564,NaN,NaN
1578067200,7309.733417867731,7405,7293.1,7343.3825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8053.549997,67.48438320603601,NaN,NaN
1578074400,7326.557958933865,7369.47,7280,7336.945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3681.53448,66.58863152593628,NaN,NaN
1578081600,7331.751479466932,7361,7262.68,7312.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2773.942327,63.17025461501907,NaN,NaN
1578088800,7322.163239733466,7346.08,7260.01,7308.1849999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3120.401603,62.547348726297436,NaN,NaN
1578096000,7315.174119866733,7350,7280.85,7321.2525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2061.727723,63.69494615445924,NaN,NaN
1578103200,7318.213309933366,7339.69,7296.18,7319.422500000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1632.057112,63.401956071527216,NaN,NaN
1578110400,7318.817904966683,7369.28,7312.65,7339.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998.57199,65.32765839517737,NaN,NaN
1578117600,7329.378952483341,7367.88,7327.32,7347.0025000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2520.977901,65.99100989923915,NaN,NaN
1578124800,7338.190726241671,7369.18,7330,7352.775000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2356.853858,66.55424755265432,NaN,NaN
1578132000,7345.482863120836,7369.63,7302.1,7343.125000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3328.006207,64.62733395957318,NaN,NaN
1578139200,7344.303931560418,7344.303931560418,7291,7317.802500000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2680.550993,59.7395462804766,NaN,NaN
1578146400,7331.05321578021,7332,7296.44,7312.7875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1744.282293,58.7912203888119,NaN,NaN
1578153600,7321.920357890105,7352,7297.91,7330.219999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2281.402238,61.10269245185914,NaN,NaN
1578160800,7326.070178945052,7404,7272.21,7340.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6076.95387,62.453191511594,NaN,NaN
1578168000,7333.335089472526,7367.31,7310.67,7340.887500000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2302.871575,62.492035464687696,NaN,NaN
1578175200,7337.1112947362635,7363,7328.9,7349.182500000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1003.719217,63.6601795006493,NaN,NaN
1578182400,7343.146897368132,7481.87,7343.146897368132,7412.3375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7827.21118,71.05221806845981,NaN,NaN
1578189600,7377.742198684065,7482.87,7377.742198684065,7462.889999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3484.238666,75.37088604438182,NaN,NaN
1578196800,7420.316099342032,7495,7420.316099342032,7468.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2812.353785,75.80458536555844,NaN,NaN
1578204000,7444.423049671016,7481.25,7437.4,7460.1975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2054.552143,73.73865320153533,NaN,NaN
1578211200,7452.310274835509,7472,7400,7440.844999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3668.415429,69.032960971139,NaN,NaN
1578218400,7446.577637417754,7446.577637417754,7403.21,7423.3099999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1996.661829,64.98624135363241,NaN,NaN
1578225600,7434.943818708876,7460.46,7415,7432.219999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2417.132347,66.07449359283665,NaN,NaN
1578232800,7433.581909354438,7476.31,7425,7450.2225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2671.776078,68.22349529433839,NaN,NaN
1578240000,7441.902204677219,7484,7441.902204677219,7465.4275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2668.638385,69.95461267026715,NaN,NaN
1578247200,7453.664852338609,7468.87,7421.77,7449.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2179.136224,65.98833099218673,NaN,NaN
1578254400,7451.757426169304,7451.757426169304,7361.01,7404.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2912.965781,56.0865904455505,NaN,NaN
1578261600,7428.283713084653,7428.283713084653,7318,7357.505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3638.003757,47.94865603301051,NaN,NaN
1578268800,7392.894356542327,7426.82,7346.76,7388.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2989.095328,52.8083042010625,NaN,NaN
