time,open,high,low,close,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Volume,RSI,Regular Bullish Label,Regular Bearish Label
1502928000,4173.885,4485.39,3850,4170.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2843.431426,NaN,NaN,NaN
1503273600,4172.3375,4371.68,3400,4039.2050000000004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3446.983236,NaN,NaN,NaN
1503619200,4105.77125,4453.91,4105.77125,4320.287499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1756.255009,NaN,NaN,NaN
1503964800,4213.029375,4885.55,4213.029375,4596.915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2529.636967,NaN,NaN,NaN
1504310400,4404.9721875,4939.19,3603,4426.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4243.947564,NaN,NaN,NaN
1504656000,4415.58859375,4788.59,4028.93,4360.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3098.831699,NaN,NaN,NaN
1505001600,4388.146796875,4394.59,3760,4089.5225000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3153.455204,NaN,NaN,NaN
1505347200,4238.834648437501,4238.834648437501,2817,3613.4975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5613.623198,NaN,NaN,NaN
1505692800,3926.1660742187505,4123.2,3567,3747.5475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3654.927744,NaN,NaN,NaN
1506038400,3836.8567871093755,3979.87,3505.55,3749.7525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2981.390319,NaN,NaN,NaN
1506384000,3793.3046435546876,4300,3793.3046435546876,4063.1849999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3606.993843,NaN,NaN,NaN
1506729600,3928.2448217773435,4561.63,3928.2448217773435,4296.182500000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3185.397405,NaN,NaN,NaN
1507075200,4112.213660888672,4479.5,4110,4331.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2451.730415,NaN,NaN,NaN
1507420800,4222.031830444336,4960,4222.031830444336,4657.8575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2961.576318,NaN,NaN,NaN
1507766400,4439.944665222169,5922.3,4439.944665222169,5315.969999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5470.811523,66.96469971275648,NaN,NaN
1508112000,4877.957332611084,5788.91,4877.957332611084,5555.1900000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7158.392318,69.30740769718517,NaN,NaN
1508457600,5216.573666305542,6171,5216.573666305542,5842.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6811.934844,71.88659005586305,NaN,NaN
1508803200,5529.566833152771,5980,5286.98,5736.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8239.90427,69.55938044598656,NaN,NaN
1509148800,5632.943416576385,6498.01,5630.03,6089.9574999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6066.994553,72.72466425696797,NaN,NaN
1509494400,5861.450458288193,7480.99,5861.450458288193,6909.775000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7469.91535,78.34601369740784,NaN,NaN
1509840000,6385.612729144097,7770.02,6385.612729144097,7270.3225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7233.409887,80.27171853229312,NaN,NaN
1510185600,6827.967614572049,7392,5325.01,6457.7625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12890.742343,66.02167919262203,NaN,NaN
1510531200,6642.865057286024,7940,5699.99,6836.1075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7987.098165,68.79907757958941,NaN,NaN
1510876800,6739.486278643012,8319.99,6739.486278643012,7957.7425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15690.637194,75.2563400804244,NaN,NaN
1511222400,7348.614389321507,8400,7348.614389321507,8137.8724999999995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16595.221525,76.11138923502959,NaN,NaN
1511568000,7743.243444660753,9939,7743.243444660753,9016.197499999998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17878.840611,79.78043286757875,NaN,NaN
1511913600,8379.720472330377,11300.03,8379.720472330377,10151.7075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33642.476434,83.34243314838626,NaN,NaN
1512259200,9265.713986165189,13615.23,9265.713986165189,12140.8625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22226.424121,87.49752361835077,NaN,NaN
1512604800,10703.288243082594,17204.99,10703.288243082594,14516.195000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55546.532503,90.53403165924685,NaN,NaN
1512950400,12609.741621541298,17470,12609.741621541298,15844.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45291.729231,91.74182135286634,NaN,NaN
1513296000,14227.07581077065,19798.68,14227.07581077065,17823.745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33184.254297,93.14541942931119,NaN,NaN
1513641600,16025.410405385324,18950,10961,15523.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83061.733388,76.80714471922973,NaN,NaN
1513987200,15774.437702692663,16050,11640,14176.405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72481.949574,69.1569665949537,NaN,NaN
1514332800,14975.421351346333,16498.05,11750,14099.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73970.888892,68.73609402640858,NaN,NaN
1514678400,14537.465675673167,14537.465675673167,12149.98,13065.3875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11768.989718,63.16842626817737,NaN,NaN
1514764800,13801.426587836584,15473.49,12750,14249.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65923.325168,66.51364378776556,NaN,NaN
1515110400,14025.548293918291,17176.24,12812,14987.585000000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80916.684103,68.43724357706589,NaN,NaN
1515456000,14506.566646959145,15500,11400,13885.6375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81697.891796,62.649568264110385,NaN,NaN
1515801600,14196.102073479573,14580,9035,12066.2375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107292.666737,54.46032374780355,NaN,NaN
1516147200,13131.169786739785,13131.169786739785,9037.94,11459.2175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,183694.464831,52.01727116406109,NaN,NaN
1516492800,12295.193643369894,12799.8,9900.24,11712.457499999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,149764.890531,52.96522171861192,NaN,NaN
